date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:02:59	19904/19904	---M--	200	added ('OK')	application/javascript	etag:%224dc0-6017ab8cd3cd4%22	http://localhost/joomla_music/components/com_sppagebuilder/assets/js/sp_carousel.js	C:/httrack/music/localhost/joomla_music/components/com_sppagebuilder/assets/js/sp_carousel.js	(from http://localhost/joomla_music/)
23:03:03	784/784	---M--	200	added ('OK')	image/png	etag:%226061681d-310%22	https://sppagebuilder.com/images/2021/logistics/client1.png	C:/httrack/music/sppagebuilder.com/images/2021/logistics/client1.png	(from http://localhost/joomla_music/)
23:03:04	1878/1878	---M--	200	added ('OK')	image/png	etag:%2260616829-756%22	https://sppagebuilder.com/images/2021/logistics/client2.png	C:/httrack/music/sppagebuilder.com/images/2021/logistics/client2.png	(from http://localhost/joomla_music/)
23:03:04	947/947	---M--	200	added ('OK')	image/png	etag:%226061682d-3b3%22	https://sppagebuilder.com/images/2021/logistics/client3.png	C:/httrack/music/sppagebuilder.com/images/2021/logistics/client3.png	(from http://localhost/joomla_music/)
23:03:07	1354/1354	---M--	200	added ('OK')	image/png	etag:%2260616830-54a%22	https://sppagebuilder.com/images/2021/logistics/client4.png	C:/httrack/music/sppagebuilder.com/images/2021/logistics/client4.png	(from http://localhost/joomla_music/)
23:03:09	89947/89947	---M--	200	added ('OK')	application/javascript	etag:%2215f5b-5fa85913f6a80%22	http://localhost/joomla_music/media/vendor/jquery/js/jquery.min.js?3.6.3	C:/httrack/music/localhost/joomla_music/media/vendor/jquery/js/jquery.mind569.js	(from http://localhost/joomla_music/)
23:03:11	74254/74254	---M--	200	added ('OK')	application/javascript	etag:%221220e-6017ab8cd350c%22	http://localhost/joomla_music/components/com_sppagebuilder/assets/js/sppagebuilder.js?8f88f7e2753008a72f898a5354fb617a	C:/httrack/music/localhost/joomla_music/components/com_sppagebuilder/assets/js/sppagebuilder485a.js	(from http://localhost/joomla_music/)
23:03:13	16772/16772	---M--	200	added ('OK')	font/woff	etag:%224184-6017ab8ce36d6%22	http://localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-regular-400.woff	C:/httrack/music/localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-regular-400.woff	(from http://localhost/joomla_music/components/com_sppagebuilder/assets/css/font-awesome-5.min.css?8f88f7e2753008a72f898a5354fb617a)
23:03:20	34052/34052	---M--	200	added ('OK')	font/ttf	etag:%228504-6017ab8ce2f08%22	http://localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-regular-400.ttf	C:/httrack/music/localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-regular-400.ttf	(from http://localhost/joomla_music/components/com_sppagebuilder/assets/css/font-awesome-5.min.css?8f88f7e2753008a72f898a5354fb617a)
23:03:23	148485/148485	---M--	200	added ('OK')	application/javascript	etag:%2224405-5fa8593decd80%22	http://localhost/joomla_music/media/vendor/bootstrap/js/bootstrap-es5.min.js?5.2.3	C:/httrack/music/localhost/joomla_music/media/vendor/bootstrap/js/bootstrap-es5.min79ff.js	(from http://localhost/joomla_music/)
23:03:28	13224/13224	---M--	200	added ('OK')	font/woff2	etag:%2233a8-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:03:31	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-5fa859120e600%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.eot	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.eot	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:03:36	92136/92136	---M--	200	added ('OK')	font/woff	etag:%22167e8-6017ab8ce2736%22	http://localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-brands-400.woff	C:/httrack/music/localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-brands-400.woff	(from http://localhost/joomla_music/components/com_sppagebuilder/assets/css/font-awesome-5.min.css?8f88f7e2753008a72f898a5354fb617a)
23:03:37	16276/16276	---M--	200	added ('OK')	font/woff	etag:%223f94-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.woff	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.woff	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:03:37	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%222354a-5fa85913f6a80%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.svg	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.svg	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:03:40	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-5fa859120e600%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.eot?	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400d41d.eot	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:03:45	104280/104280	---M--	200	added ('OK')	font/woff	etag:%2219758-6017ab8ce429d%22	http://localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-solid-900.woff	C:/httrack/music/localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-solid-900.woff	(from http://localhost/joomla_music/components/com_sppagebuilder/assets/css/font-awesome-5.min.css?8f88f7e2753008a72f898a5354fb617a)
23:03:47	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%2283c8-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:03:51	136516/136516	---M--	200	added ('OK')	font/ttf	etag:%2221544-6017ab8ce2350%22	http://localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-brands-400.ttf	C:/httrack/music/localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-brands-400.ttf	(from http://localhost/joomla_music/components/com_sppagebuilder/assets/css/font-awesome-5.min.css?8f88f7e2753008a72f898a5354fb617a)
23:04:05	78268/78268	---M--	200	added ('OK')	font/woff2	etag:%22131bc-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:05	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-5fa85913f6a80%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.svg	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.svg	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:20	204528/204528	---M--	200	added ('OK')	font/ttf	etag:%2231ef0-6017ab8ce3ea8%22	http://localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-solid-900.ttf	C:/httrack/music/localhost/joomla_music/components/com_sppagebuilder/assets/webfonts/fa-solid-900.ttf	(from http://localhost/joomla_music/components/com_sppagebuilder/assets/css/font-awesome-5.min.css?8f88f7e2753008a72f898a5354fb617a)
23:04:21	101648/101648	---M--	200	added ('OK')	font/woff	etag:%2218d10-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.woff	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.woff	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:25	369506/369506	---M--	200	added ('OK')	image/jpeg	etag:%225a362-601a0ddb8fe25%22	http://localhost/joomla_music/images/2023/07/29/hero-bg.jpg	C:/httrack/music/localhost/joomla_music/images/2023/07/29/hero-bg.jpg	(from http://localhost/joomla_music/)
23:04:44	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5fa859120e600%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.eot	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.eot	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:45	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%2212bc0-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:45	747927/747927	---M--	200	added ('OK')	image/svg+xml	etag:%22b6997-5fa85913f6a80%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.svg	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.svg	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:48	326863/326863	---M--	200	added ('OK')	image/png	etag:%22605c7dc3-4fccf%22	https://sppagebuilder.com/images/2021/logistics/home-img1.png	C:/httrack/music/sppagebuilder.com/images/2021/logistics/home-img1.png	(from http://localhost/joomla_music/)
23:04:49	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-5fa859120e600%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.eot	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.eot	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:51	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5fa859120e600%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.eot?	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900d41d.eot	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:51	19374/19374	---M--	200	added ('OK')	image/jpeg	etag:%224bae-601789d522b4f%22	http://localhost/joomla_music/templates/shaper_helixultimate/images/menu-bg.jpg	C:/httrack/music/localhost/joomla_music/templates/shaper_helixultimate/images/menu-bg.jpg	(from http://localhost/joomla_music/templates/shaper_helixultimate/css/template.css)
23:04:53	89988/89988	---M--	200	added ('OK')	font/woff	etag:%2215f84-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.woff	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.woff	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:55	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:04:59	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-5fa859120e600%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.eot?	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400d41d.eot	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:05:01	51853/51853	---M--	200	added ('OK')	image/jpeg	etag:%22ca8d-601869f081b52%22	http://localhost/joomla_music/images/2023/07/28/7c28266f06840e97a894742a7db5c26.jpg	C:/httrack/music/localhost/joomla_music/images/2023/07/28/7c28266f06840e97a894742a7db5c26.jpg	(from http://localhost/joomla_music/index.php/reading-materials)
23:05:05	50314/50314	---M--	200	added ('OK')	image/jpeg	etag:%2259c8c043-c48a%22	https://sppagebuilder.com/addons/image/image1.jpg	C:/httrack/music/sppagebuilder.com/addons/image/image1.jpg	(from http://localhost/joomla_music/index.php/reading-materials)
23:05:06	133988/133988	---M--	200	added ('OK')	font/ttf	etag:%2220b64-5fa85915def00%22	http://localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	C:/httrack/music/localhost/joomla_music/media/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	(from http://localhost/joomla_music/media/system/css/joomla-fontawesome.min.css?ec6e08a612ed34b52860abc6c8559a0d)
23:05:07	200873/200873	---M--	200	added ('OK')	image/png	etag:%225da700b3-310a9%22	https://sppagebuilder.com/images/2019/agency/pattern2.png	C:/httrack/music/sppagebuilder.com/images/2019/agency/pattern2.png	(from http://localhost/joomla_music/index.php/reading-materials)
